image name (matching Raise-1k),Prompt,Midjourney aspect ratio,Midjourney image choice,Glide/SD 1.x CFG scale,SD14 scale,Glide upsample temperature,Glide choice,SD 1.3 choice,SD 1.4 choice,sd2 resolution,sdxl width,sdxl height,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guidance if vanilla scale,sdxl use refiner?,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner guidance if vanilla scale,sdxl finish denoising,dalle3 ar (not guaranteed),Firefly styles,Firefly aspect ratio,Firefly guide strength,Firefly creativity,Firefly exif mode,Firefly manual exif aperture,Firefly manual exif shutter speed,Firefly manual exif FOV,Firefly generation URL
r0fdfc4f0t,"the water goes straight across, in the style of baroque grandeur, swiss style",77:51,3,4.653692359,6.573119826,0.999,3,0,1,512,1408,704,41,HeunEDMSampler,VanillaCFG,5.841788774,FALSE,,,,,,3:4,simple+vibrant_colors+dramatic_light,portrait,50,9,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=the+water+goes+straight+across%2C+in+the+style+of+baroque+grandeur%2C+swiss+style&modelInputVersion=v2&aspectRatio=portrait&creativity=9&guideStrength=50&exif={""mode""%3A""auto""}&style=simple&style=vibrant_colors&style=dramatic_light"
r0fe270aet,"sidewalks on the water, in the style of venetian scenes, sky-blue and green, imposing monumentality, piles/stacks, camera obscura, high-key lighting, light brown and dark black",77:51,2,3.72685457,3.737742997,0.998,3,2,1,768,1472,704,44,DPMPP2MSampler,IdentityGuider,,TRUE,27,DPMPP2SAncestralSampler,VanillaCFG,,FALSE,3:4,warm_colors,portrait,0,9,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=sidewalks+on+the+water%2C+in+the+style+of+venetian+scenes%2C+sky-blue+and+green%2C+imposing+monumentality%2C+piles/stacks%2C+camera+obscura%2C+high-key+lighting%2C+light+brown+and+dark+black&modelInputVersion=v2&aspectRatio=portrait&creativity=9&guideStrength=0&exif={""mode""%3A""auto""}&style=warm_colors"
r0fe7b1c6t,"wall and ceiling are two things to look at, in the style of playful characters, interactive exhibits, made of cheese, fauvist animator, thx sound, avian-themed",134:89,3,4.820936402,8.418936971,0.995,1,1,1,512,832,1216,42,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,32,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,3:2,dramatic_light,landscape,4,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=wall+and+ceiling+are+two+things+to+look+at%2C+in+the+style+of+playful+characters%2C+interactive+exhibits%2C+made+of+cheese%2C+fauvist+animator%2C+thx+sound%2C+avian-themed&modelInputVersion=v2&aspectRatio=landscape&creativity=5&guideStrength=4&exif={""mode""%3A""auto""}&style=dramatic_light"
r0fef53bft,"a stream running through a field of pine trees, in the style of swiss style, leica cl, sparse backgrounds, dau al set, nabis, mountainous vistas, green",51:77,1,8.801453375,6.735422157,0.999,1,3,1,768,1024,1024,34,DPMPP2MSampler,VanillaCFG,9.635975407,TRUE,50,EulerAncestralSampler,IdentityGuider,4.466539577,FALSE,1:1,shot_from_above,landscape,0,3,manual,22,10,61,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+stream+running+through+a+field+of+pine+trees%2C+in+the+style+of+swiss+style%2C+leica+cl%2C+sparse+backgrounds%2C+dau+al+set%2C+nabis%2C+mountainous+vistas%2C+green&modelInputVersion=v2&aspectRatio=landscape&creativity=3&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A61%2C""shutter_speed""%3A10}}&style=shot_from_above"
r0ff7a848t,"clouds at the horizon at dusk, in the style of light gold and yellow, transfixing marine scenes, sunrays shine upon it, overexposure, light yellow and dark silver, canon eos 5d mark iv, ricoh r1, carl zeiss distagon t* 15mm f/2.8 ze, god rays, dutch marine scenes, quiet simplicity, silhouette lighting, dutch marine scene, god rays",134:89,3,8.2934489,5.480752731,0.995,4,3,2,512,832,1152,43,DPMPP2MSampler,IdentityGuider,,TRUE,50,EulerAncestralSampler,VanillaCFG,,FALSE,3:2,,square,50,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=clouds+at+the+horizon+at+dusk%2C+in+the+style+of+light+gold+and+yellow%2C+transfixing+marine+scenes%2C+sunrays+shine+upon+it%2C+overexposure%2C+light+yellow+and+dark+silver%2C+canon+eos+5d+mark+iv%2C+ricoh+r1%2C+carl+zeiss+distagon+t*+15mm+f/2.8+ze%2C+god+rays%2C+dutch+marine+scenes%2C+quiet+simplicity%2C+silhouette+lighting%2C+dutch+marine+scene%2C+god+rays&modelInputVersion=v2&aspectRatio=square&creativity=4&guideStrength=50&exif={""mode""%3A""auto""}"
r10134c59t,"a mountain range with a steep hill, in the style of zeiss batis 18mm f/2.8, light turquoise and light green, french countryside, impressions of nature, naturalistic textures, kodak vision3, nature-inspired imagery",77:51,2,8.88845109,4.55809039,1,3,0,3,768,1472,704,37,EulerAncestralSampler,IdentityGuider,,TRUE,41,DPMPP2MSampler,VanillaCFG,,TRUE,5:4,surreal_lighting+shot_from_below,widescreen,0,3,manual,2,0.066,224,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+mountain+range+with+a+steep+hill%2C+in+the+style+of+zeiss+batis+18mm+f/2.8%2C+light+turquoise+and+light+green%2C+french+countryside%2C+impressions+of+nature%2C+naturalistic+textures%2C+kodak+vision3%2C+nature-inspired+imagery&modelInputVersion=v2&aspectRatio=widescreen&creativity=3&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2%2C""focal_length""%3A224%2C""shutter_speed""%3A0.066}}&style=surreal_lighting&style=shot_from_below"
r101af5b4t,"boats in water near venice, in the style of light sky-blue and dark green, baroque architecture, sony fe 24-70mm f/2.8 gm, light brown and violet, cityscapes, anglocore, panorama",134:89,3,4.514744349,6.441636944,1,3,0,5,512,832,1216,39,DPMPP2SAncestralSampler,VanillaCFG,1.652922261,TRUE,41,DPMPP2SAncestralSampler,IdentityGuider,4.997891567,TRUE,4:3,muted+surreal_lighting,portrait,0,2,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=boats+in+water+near+venice%2C+in+the+style+of+light+sky-blue+and+dark+green%2C+baroque+architecture%2C+sony+fe+24-70mm+f/2.8+gm%2C+light+brown+and+violet%2C+cityscapes%2C+anglocore%2C+panorama&modelInputVersion=v2&aspectRatio=portrait&creativity=2&guideStrength=0&exif={""mode""%3A""auto""}&style=muted&style=surreal_lighting"
r101d6690t,"a path leading to a lake, in the style of daguerreian, light emerald and turquoise, french countryside, sacricore, dotted, mountainous vistas, sleek",77:51,2,8.898264044,7.347275878,0.995,2,1,0,512,768,1344,45,DPMPP2SAncestralSampler,VanillaCFG,6.749434971,FALSE,,,,,,3:2,,landscape,0,2,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+path+leading+to+a+lake%2C+in+the+style+of+daguerreian%2C+light+emerald+and+turquoise%2C+french+countryside%2C+sacricore%2C+dotted%2C+mountainous+vistas%2C+sleek&modelInputVersion=v2&aspectRatio=landscape&creativity=2&guideStrength=0&exif={""mode""%3A""auto""}"
r101eab0dt,"green wooded hedges in the front yard of residence, in the style of etruscan art, terraced cityscapes, contrasting shadows, literary excavations, light brown and indigo, sfumato, science academia",77:51,1,6.116138907,3.608905888,0.995,2,0,0,768,1664,576,36,EulerAncestralSampler,VanillaCFG,2.552499765,TRUE,36,EulerAncestralSampler,VanillaCFG,6.239410372,FALSE,9:16,muted+low_lighting,square,50,7,manual,22,10,268,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=green+wooded+hedges+in+the+front+yard+of+residence%2C+in+the+style+of+etruscan+art%2C+terraced+cityscapes%2C+contrasting+shadows%2C+literary+excavations%2C+light+brown+and+indigo%2C+sfumato%2C+science+academia&modelInputVersion=v2&aspectRatio=square&creativity=7&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A268%2C""shutter_speed""%3A10}}&style=muted&style=low_lighting"
r1023c21et,"the sky is pink-grey and cloudy over the city skyline of paris, the skyscrapers from la defense are visible afar, in the style of dark sky-blue and light pink, cultural documentation, dark white and bronze, dusk, urban documentation, skyline, bold chromaticity, slu,ped/draped, hazy, paris school, fujifilm pro 800z, luminous shadowing, cloudy overcast sky",77:51,1,4.502020226,6.50601173,0.997,4,0,0,768,1472,704,44,HeunEDMSampler,VanillaCFG,0.5,FALSE,,,,,,2:3,knolling,square,100,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=the+sky+is+pink-grey+and+cloudy+over+the+city+skyline+of+paris%2C+the+skyscrapers+from+la+defense+are+visible+afar%2C+in+the+style+of+dark+sky-blue+and+light+pink%2C+cultural+documentation%2C+dark+white+and+bronze%2C+dusk%2C+urban+documentation%2C+skyline%2C+bold+chromaticity%2C+slu%2Cped/draped%2C+hazy%2C+paris+school%2C+fujifilm+pro+800z%2C+luminous+shadowing%2C+cloudy+overcast+sky&modelInputVersion=v2&aspectRatio=square&creativity=4&guideStrength=100&exif={""mode""%3A""auto""}&style=knolling"
r102b4aa4t,"front view of the notre-dame-de-paris cathedral over a crowd, the building has three pointy arched double doorways, ornamented details, the sky is clear white after the rain, in the style of greco-roman architecture, intricate embellishments, powerful symbolism, structural symmetry, dark pink and beige, religious iconography",51:77,1,6.141114935,6.517482607,0.998,2,3,3,768,960,1024,39,HeunEDMSampler,IdentityGuider,,TRUE,38,EulerAncestralSampler,VanillaCFG,,FALSE,3:2,muted,portrait,0,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=front+view+of+the+notre-dame-de-paris+cathedral+over+a+crowd%2C+the+building+has+three+pointy+arched+double+doorways%2C+ornamented+details%2C+the+sky+is+clear+white+after+the+rain%2C+in+the+style+of+greco-roman+architecture%2C+intricate+embellishments%2C+powerful+symbolism%2C+structural+symmetry%2C+dark+pink+and+beige%2C+religious+iconography&modelInputVersion=v2&aspectRatio=portrait&creativity=4&guideStrength=0&exif={""mode""%3A""auto""}&style=muted"
r103a4f26t,"a clear shallow lake over rocks, surrounded by large rocks, surrounded by tall pine trees, strong reflections, in the style of crystalline and geological forms, romanticized depictions of wilderness, naturecore, forestcore",77:51,1,3.31373825,7.86533239,0.996,3,2,3,512,1728,576,41,LinearMultistepSampler,IdentityGuider,,TRUE,41,EulerAncestralSampler,VanillaCFG,,TRUE,3:4,multiexposure+shot_from_below,portrait,95,7,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+clear+shallow+lake+over+rocks%2C+surrounded+by+large+rocks%2C+surrounded+by+tall+pine+trees%2C+strong+reflections%2C+in+the+style+of+crystalline+and+geological+forms%2C+romanticized+depictions+of+wilderness%2C+naturecore%2C+forestcore&modelInputVersion=v2&aspectRatio=portrait&creativity=7&guideStrength=95&exif={""mode""%3A""auto""}&style=multiexposure&style=shot_from_below"
r104153eat,"dark backlight mountains at the foreground bottom, hazy mountains in the background, the blue sky has lots of small clouds, light and shadow contrasts, atmospheric naturescapes, mountaincore, panorama",77:51,2,7.389129736,5.183297185,1,4,4,3,768,704,1344,41,DPMPP2SAncestralSampler,IdentityGuider,,TRUE,38,LinearMultistepSampler,VanillaCFG,,TRUE,16:9,,landscape,50,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=dark+backlight+mountains+at+the+foreground+bottom%2C+hazy+mountains+in+the+background%2C+the+blue+sky+has+lots+of+small+clouds%2C+light+and+shadow+contrasts%2C+atmospheric+naturescapes%2C+mountaincore%2C+panorama&modelInputVersion=v2&aspectRatio=landscape&creativity=4&guideStrength=50&exif={""mode""%3A""auto""}"
r10940798t,"a stone bridge over a river in the background, the bridge has arches of different sizes, a brick wall on the left, lush forest on the right, foggy mountain behind the bridge, in the style of reflections in the water",77:51,3,2.918790176,3.812950533,0.997,1,5,4,768,832,1216,30,DPMPP2SAncestralSampler,VanillaCFG,6.542514235,TRUE,35,HeunEDMSampler,VanillaCFG,2.368647569,FALSE,4:3,bw,widescreen,0,2,manual,16,1,41,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+stone+bridge+over+a+river+in+the+background%2C+the+bridge+has+arches+of+different+sizes%2C+a+brick+wall+on+the+left%2C+lush+forest+on+the+right%2C+foggy+mountain+behind+the+bridge%2C+in+the+style+of+reflections+in+the+water&modelInputVersion=v2&aspectRatio=widescreen&creativity=2&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A16%2C""focal_length""%3A41%2C""shutter_speed""%3A1}}&style=bw"
r10a9ca2at,"cable car lines going from the top of the mountain to a valley village, the village in the valley surrounded by green field, the mountains are lush forests of dark green trees, intensive foliage, in the style of mountainous vistas",77:51,1,3.798693451,7.062345695,0.997,3,0,4,768,1280,768,47,EulerAncestralSampler,VanillaCFG,4.543070293,FALSE,,,,,,16:9,maximalism+underwater+backlighting+knolling,widescreen,33,4,manual,1.4,0.008,201,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=cable+car+lines+going+from+the+top+of+the+mountain+to+a+valley+village%2C+the+village+in+the+valley+surrounded+by+green+field%2C+the+mountains+are+lush+forests+of+dark+green+trees%2C+intensive+foliage%2C+in+the+style+of+mountainous+vistas&modelInputVersion=v2&aspectRatio=widescreen&creativity=4&guideStrength=33&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A201%2C""shutter_speed""%3A0.008}}&style=maximalism&style=underwater&style=backlighting&style=knolling"
r10c5fc29t,"lush bushes on hillside terrain, the sky is blue in the foreground, the sky is shadowed dark grey afar, a storm is coming, in the style of ethereal cloudscapes",77:51,4,6.126812368,3.366066822,0.998,2,4,3,768,704,1408,33,EulerAncestralSampler,VanillaCFG,8.13489899,FALSE,,,,,,3:2,photographed_through_window,portrait,0,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=lush+bushes+on+hillside+terrain%2C+the+sky+is+blue+in+the+foreground%2C+the+sky+is+shadowed+dark+grey+afar%2C+a+storm+is+coming%2C+in+the+style+of+ethereal+cloudscapes&modelInputVersion=v2&aspectRatio=portrait&creativity=4&guideStrength=0&exif={""mode""%3A""auto""}&style=photographed_through_window"
r10cf67d1t,"view from above the cloud, view from a mountain top, view to a mountain crest to a mountain top, lush scenery, in the style of naturalistic shadows",77:51,2,8.631608584,5.350524877,0.998,3,0,4,512,1152,832,39,HeunEDMSampler,IdentityGuider,,TRUE,45,DPMPP2MSampler,IdentityGuider,,TRUE,2:1,vibrant_colors,widescreen,0,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=view+from+above+the+cloud%2C+view+from+a+mountain+top%2C+view+to+a+mountain+crest+to+a+mountain+top%2C+lush+scenery%2C+in+the+style+of+naturalistic+shadows&modelInputVersion=v2&aspectRatio=widescreen&creativity=5&guideStrength=0&exif={""mode""%3A""auto""}&style=vibrant_colors"
r10e36316t,"stone portraits around a building with many statues, in the style of light bronze and light beige, ritualistic masks, playing with light and shadow",77:51,1,6.279597912,2.517950183,0.997,2,4,4,512,1600,640,39,DPMPP2MSampler,VanillaCFG,5.716992481,TRUE,42,LinearMultistepSampler,VanillaCFG,6.270855335,TRUE,9:16,isometric+otherworldly_depiction+low_lighting,portrait,46,2,manual,2,0.008,85,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=stone+portraits+around+a+building+with+many+statues%2C+in+the+style+of+light+bronze+and+light+beige%2C+ritualistic+masks%2C+playing+with+light+and+shadow&modelInputVersion=v2&aspectRatio=portrait&creativity=2&guideStrength=46&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2%2C""focal_length""%3A85%2C""shutter_speed""%3A0.008}}&style=isometric&style=otherworldly_depiction&style=low_lighting"
r10f888c2t,"tall trees in the forest, in the style of mountainous vistas, snow scenes, alpine",134:89,2,7.217945449,6.370006148,0.998,4,9,9,768,704,1408,36,DPMPP2SAncestralSampler,VanillaCFG,5.581274844,TRUE,42,DPMPP2SAncestralSampler,VanillaCFG,8.132445712,FALSE,16:9,bw+macrophotography,landscape,44,6,manual,1.2,0.0006,138,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=tall+trees+in+the+forest%2C+in+the+style+of+mountainous+vistas%2C+snow+scenes%2C+alpine&modelInputVersion=v2&aspectRatio=landscape&creativity=6&guideStrength=44&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.2%2C""focal_length""%3A138%2C""shutter_speed""%3A0.0006}}&style=bw&style=macrophotography"
r110b4219t,"a dirt path through a forest, in the style of norwegian nature, rural life scenes, zeiss planar t* 80mm f/2.8, 32k uhd, green, romantic scenery, nikon fm2",77:51,3,4.73677391,7.07289048,0.996,1,0,3,768,960,1088,37,LinearMultistepSampler,VanillaCFG,6.113644072,FALSE,,,,,,9:16,underwater+dramatic_light,widescreen,100,3,manual,8,1,40,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=a+dirt+path+through+a+forest%2C+in+the+style+of+norwegian+nature%2C+rural+life+scenes%2C+zeiss+planar+t*+80mm+f/2.8%2C+32k+uhd%2C+green%2C+romantic+scenery%2C+nikon+fm2&modelInputVersion=v2&aspectRatio=widescreen&creativity=3&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A40%2C""shutter_speed""%3A1}}&style=underwater&style=dramatic_light"
r110cc74ct,"small yellow flower growing up from rocks, in the style of whistlerian, goerz hypergon 6.5mm f/8, striped arrangements, long lens, light green and dark bronze, bentwood, rounded",51:77,4,3.4471185,8.701697762,0.996,4,3,4,768,1280,768,36,DPMPP2MSampler,VanillaCFG,3.757755504,TRUE,45,EulerEDMSampler,IdentityGuider,1.339110011,TRUE,4:5,backlighting,portrait,100,10,manual,1.2,0.5,211,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=small+yellow+flower+growing+up+from+rocks%2C+in+the+style+of+whistlerian%2C+goerz+hypergon+6.5mm+f/8%2C+striped+arrangements%2C+long+lens%2C+light+green+and+dark+bronze%2C+bentwood%2C+rounded&modelInputVersion=v2&aspectRatio=portrait&creativity=10&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.2%2C""focal_length""%3A211%2C""shutter_speed""%3A0.5}}&style=backlighting"
